Fecha,Imagen,Condicion,Confianza
2024-06-06 17:01:37.705319,358_p4z9605xg2FWc-p-768x470.jpg,"Malas condiciones
",0.97531974
2024-06-06 17:06:49.753686,358_p4z9605xg2FWc-p-768x470.jpg,"Malas condiciones
",0.97531974
2024-06-06 17:08:19.667224,358_p4z9605xg2FWc-p-768x470.jpg,"Malas condiciones
",0.97531974
